"ID_SITE","site_name","latitude","longitude","elevation","site_type","water_depth","basin_size_class","catch_size_class","flow_type","basin_size_km2","catch_size_km2"
1557,"Bashania die-off  soil profile",33.66,107.795,-999999,"terrestrial",NA,"-999999","-999999","-999999",-999999,-999999
1558,"Bashania non-die-off soil profile",33.66,107.795,-999999,"terrestrial",NA,"-999999","-999999","-999999",-999999,-999999
1559,"Fargesia die-off soil profile",33.66,107.795,-999999,"terrestrial",NA,"-999999","-999999","-999999",-999999,-999999
1561,"Chengjiang River",24.42,102.87,1721,"lacustrine, tectonic origin",81.2,"large (50.1-500 km2)","large (more than 500 km2)","-999999",212,674.7
1570,"Taibai Lake",30,115.81,10,"lacustrine",1.5,"medium (1.1-50 km2)","large (more than 500 km2)","in and out flow",28.98,607
1570,"Taibai Lake",30,115.81,10,"lacustrine",1.5,"medium (1.1-50 km2)","large (more than 500 km2)","in and out flow",28.98,607
1577,"Caohu Lake",31.56,117.39,-999999,"lacustrine",2.69,"large (50.1-500 km2)","large (more than 500 km2)","-999999",825,9258
1578,"Chenghai Lake",26.45,100.63,1509,"lacustrine",31.8,"large (50.1-500 km2)","large (more than 500 km2)","closed - no inflow or outflow",77.2,-999999
1578,"Chenghai Lake",26.45,100.63,1509,"lacustrine",31.8,"large (50.1-500 km2)","large (more than 500 km2)","closed - no inflow or outflow",77.2,-999999
1579,"Qinghai Lake",25.13,98.57,1885,"lacustrine, volcanic lake",6.3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.25,1.5
1579,"Qinghai Lake",25.13,98.57,1885,"lacustrine, volcanic lake",6.3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.25,1.5
1583,"Gushantun bogs",42,126,500,"terrestrial, bog",NA,"small (0.01-1 km2)","-999999","-999999",0.79,-999999
1584,"Hanlongwan maar lake",42.68,126.5,700,"lacustrine, drained lake",0,"small (0.01-1 km2)","-999999","-999999",0.85,-999999
1586,"Daiyunshan Mountain 01",25.84,118.27,1030,"terrestrial",NA,"-999999","-999999","-999999",-999999,-999999
1587,"Daiyunshan Mountain 02",25.77,118.11,950,"terrestrial",NA,"-999999","-999999","-999999",-999999,-999999
1589,"Zoige Basin",33.45,102.63,3467,"terrestrial, bog",NA,"large (50.1-500 km2)","-999999","-999999",4500,-999999
1590,"Changwu County",35.15,107.93,-999999,"fluvial",NA,"-999999","-999999","-999999",-999999,-999999
1591,"Xiadawu",35,99.26,3988,"archaeological site",NA,"-999999","-999999","-999999",-999999,-999999
1592,"Tianchi Lake",35.26,106.31,2430,"lacustrine",8.2,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.02,-999999
1593,"Hougongzhai village",35.68,107.58,-999999,"archaeological site",NA,"-999999","-999999","-999999",-999999,-999999
1596,"Little Lake, Oregon",44.167778,-123.582222,210,"lacustrine, tectonic origin",10,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.015,3.3
1596,"Little Lake, Oregon",44.167778,-123.582222,210,"lacustrine, tectonic origin",10,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.015,3.3
1601,"Laguna Cocha Caranga",-4.045861,-79.159583,2710,"lacustrine",2,"medium (1.1-50 km2)","-999999","-999999",2,-999999
1601,"Laguna Cocha Caranga",-4.045861,-79.159583,2710,"lacustrine",2,"medium (1.1-50 km2)","-999999","-999999",2,-999999
1605,"Lake Carana",-2.834645,-55.041785,5,"lacustrine",3,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",0.7,-999999
1607,"Lago Rogaguado",-4.374611,-79.111528,125,"lacustrine",4,"large (50.1-500 km2)","-999999","closed - no inflow or outflow",315,-999999
1607,"Lago Rogaguado",-4.374611,-79.111528,125,"lacustrine",4,"large (50.1-500 km2)","-999999","closed - no inflow or outflow",315,-999999
1608,"Cerro Toledo",-4.116083,-79.172056,3244,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
1609,"Rabadilla de Vaca mire",-3.974667,-79.117611,2590,"terrestrial, bog",NA,"small (0.01-1 km2)","-999999","-999999",0.6,-999999
1610,"Valle Pequeno",-3.975,-79.073611,2520,"terrestrial, bog",NA,"small (0.01-1 km2)","-999999","-999999",0.08,-999999
1612,"Laguna Zurita",-4.002444,-79.059583,3155,"lacustrine",3,"medium (1.1-50 km2)","-999999","-999999",2,-999999
1617,"Lagunas Natosas Bosque",-4.730417,-79.424064,3495,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
1624,"Lone Pine Lake",40.2327333,-105.73165,3016,"lacustrine",10,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.048,-999999
1625,"Odessa Lake",40.3303667,-105.6854,3051,"lacustrine",6.9,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.033,-999999
1626,"Sand Beach Lake",40.2187667,-105.6018,3140,"lacustrine",9.3,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.049,-999999
1627,"Thunder Lake",40.2219,-105.6472833,3231,"lacustrine",12,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.06,-999999
1630,"Little Pond, Bolton",42.42234,-71.587738,99,"lacustrine",3.2,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.05,0.32
1631,"Little Pond, Royalston",42.675,-72.19167,302,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.04,-999999
1632,"Berry East Pond",42.6201,-71.08733,43,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.016,-999999
1634,"Chickaree Lake",40.334125,-105.841095,2796,"lacustrine",7.9,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.015,0.31
1648,"Black HF",41.3281,-70.7923,13,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.014,-999999
1649,"Blaneys Pond HF",41.4717,-70.7652,5,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.01,-999999
1651,"Cain HF",41.8583,-70.9784,20,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.013,-999999
1654,"Deep Taunton",41.8824,-71.0115,7,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.015,-999999
1657,"Doe HF",42.1754,-72.7024,79,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.014,-999999
1658,"Duarte Pond HF",41.42,-70.6155,15,"lacustrine",3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.014,-999999
1659,"Green HF",42.5668,-72.5111,82,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.05,-999999
1661,"Sandy Hill Pond",41.6896,-70.3648,16,"lacustrine",3,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.024,-999999
1662,"Sears HF",40.8845,-72.5783,2,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.061,-999999
1665,"111",59.912878,-96.9576,225,"lacustrine",3.97,"medium (1.1-50 km2)","small (less than 10 km2)","outflow only",1.309,4.339
1666,"150",59.875018,-98.1318,299,"lacustrine",7.14,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.403,3.038
1667,"396",59.571677,-98.5591,317,"lacustrine",7.36,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.839,3.112
1668,"614",59.321304,-97.2804,268,"lacustrine",14.15,"small (0.01-1 km2)","medium (10.1-500 km2)","in and out flow",0.462,16.089
1669,"630",59.314377,-98.0836,271,"lacustrine",9.96,"small (0.01-1 km2)","medium (10.1-500 km2)","in and out flow",0.911,35.689
1670,"785",59.118988,-97.4093,234,"lacustrine",12.57,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.65,6.96
1672,"Umpawaug HF",41.3061,-73.4497,138,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.053,-999999
1673,"Uncle Seth's HF",41.4331,-70.6647,13,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.046,-999999
1675,"Ware HF",42.4825,-70.8825,4,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.011,-999999
1676,"Westside HF",41.8556,-73.2566,390,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.157,-999999
1677,"Wildwood Lake",40.892,-72.6733,5,"lacustrine",18,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.26,-999999
1681,"Blood Pond HF",42.08,-71.9615,214,"lacustrine",3.6,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.085,-999999
1682,"Harlock Pond HF",41.403,-70.713,23,"lacustrine",5.9,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.055,-999999
1683,"Icehouse Pond HF",41.798,-69.961,19,"lacustrine",6.3,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.018,-999999
1688,"Eagle Pond HF",41.698,-70.137,11,"lacustrine",6.4,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.04,-999999
1689,"Jemima Pond HF",41.829,-69.985,3,"lacustrine",4.3,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.022,-999999
1693,"Laguna Chaplin",-14.466667,-61.066667,200,"lacustrine, tectonic origin",2,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",17,-999999
1694,"Laguna Bella Vista",-13.6167,-61.55,191,"lacustrine, tectonic origin",2,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",29,-999999
1696,"Cambara do Sul",-29.0525,-50.1011,1040,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.00196,-999999
1697,"Lagoa do Caco",-2.970219,-43.267808,120,"lacustrine",12,"medium (1.1-50 km2)","small (less than 10 km2)","closed - no inflow or outflow",1.5,15
1702,"MD95-2042",37.75,-10.16,-3146,"marine",-888888,"-888888","-888888","-888888",-888888,-888888
1702,"MD95-2042",37.75,-10.16,-3146,"marine",-888888,"-888888","-888888","-888888",-888888,-888888
1716,"Lake Pacucha",-13.6072,-73.495,3095,"lacustrine",30,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",7.5,-999999
1720,"Fresh Pond Falmouth HF",41.5935,-70.5338,6,"lacustrine",5.9,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.053,-999999
1724,"Duck Pond Naushon",41.494745,-70.71416,3,"lacustrine",18,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",-999999,-999999
1735,"Marys Pond HF",41.506151,-70.713474,26,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1737,"North Round Pond",42.8476,-72.4519,317,"lacustrine",3.4,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.043,0.213
1739,"Round Pond Truro",41.971,-70.011,4,"lacustrine",7.5,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.016,-999999
1748,"Deep Pond Falmouth",41.564087,-70.635791,23,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.01,-999999
1754,"Lake Burg",42.505,1.306111,1821,"lacustrine, glacial origin",0.4,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.3,-999999
1757,"Binnewater Pond",41.409742,-74.551738,256,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.26,-999999
1759,"El Tiro Bog",-3.84,-79.14,2810,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1761,"Horton Plains",6.8,80.49,2200,"terrestrial, bog",-888888,"medium (1.1-50 km2)","medium (10.1-500 km2)","-999999",-999999,-999999
1765,"Kosipe Swamp",-8.46,147.2,1960,"terrestrial, marsh",-888888,"medium (1.1-50 km2)","small (less than 10 km2)","in and out flow",12,-999999
1765,"Kosipe Swamp",-8.46,147.2,1960,"terrestrial, marsh",-888888,"medium (1.1-50 km2)","small (less than 10 km2)","in and out flow",12,-999999
1767,"Lago di Pergusa",37.51,14.3,674,"lacustrine",1,"medium (1.1-50 km2)","small (less than 10 km2)","closed - no inflow or outflow",1.4,7.5
1770,"Lago Lepue",-42.80478,-73.71215,152,"lacustrine, thermokarst origin",10,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1773,"Mubwindi Swamp",-1.08,29.75,2100,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-999999",-999999,-999999
1774,"Nong Pa Kho",17.01,102.93,380,"terrestrial, fen",3.5,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",-999999,-999999
1775,"Pemerak Swamp",0.78,112.05,40,"terrestrial, bog",-888888,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",-999999,-999999
1776,"Puerto del Hambre",-53.6,-70.91,6.25,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",-999999,-999999
1779,"SONNE95",20.11,117.38,-1727,"marine",-888888,"very large (more than 500 km2)","large (more than 500 km2)","-888888",-888888,-888888
1780,"Supulah Hill",-4.11,138.96,1580,"terrestrial, bog",1,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-888888,-888888
1781,"Swamp Lake Yosemite",37.95,-119.816667,1554,"lacustrine",20,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.08,1.3
1782,"Trebol Lake",-41.07,-71.49,758,"lacustrine",10.5,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.4,-999999
1784,"Xere Wapo",-22.29,166.97,220,"lacustrine",2,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.85,1.5
1827,"Sungai Buluh",-1.23611,103.62,18,"terrestrial, bog",-888888,"large (50.1-500 km2)","medium (10.1-500 km2)","-888888",180,-999999
1828,"Mythadi Sacred Grove",12.220278,75.791944,879,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1829,"Bopaiah",12.153889,75.713056,910,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1830,"Rajus",12.178611,75.8175,824,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1831,"Tea Shettigeri",12.046667,75.975556,820,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1842,"Aguada de Petapilla",14.86,-89.12,705,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.09,-999999
1843,"Allom Lake",-25.23,153.16,100,"lacustrine",3.7,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.015,-999999
1844,"Aracatuba",-25.91,-48.98,1500,"terrestrial, mire",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.006,-999999
1845,"Bao-1",19.06,-71.03,1775,"terrestrial, mire",0.15,"very small (less than 0.01 km2)","small (less than 10 km2)","in and out flow",-999999,0.75
1848,"Cana Swamp",7.75,-77.58,500,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",1,-999999
1850,"Laguna Charco Verde",11.47,-85.63,33,"lacustrine, volcanic lake",-999999,"-999999","-999999","-999999",-999999,-999999
1856,"Fazendo do Pinto",-29.4,-50.56,900,"terrestrial, mire",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",-999999,-999999
1860,"Gentry Lake",-12.17,-69.09,270,"lacustrine",3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.35,-999999
1861,"Geral",-1.64,-53.59,130,"lacustrine",6,"medium (1.1-50 km2)","medium (10.1-500 km2)","closed - no inflow or outflow",3,-999999
1863,"Ingar Swamp",-33.76,150.45,584,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1864,"Kings Tableland Swamp",-33.73,150.48,780,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1867,"Lago Chirripo",9.483,-83.496,3520,"lacustrine",9,"very small (less than 0.01 km2)","small (less than 10 km2)","in and out flow",0.05,1
1868,"Lago Crispim",-0.62,-47.64,2,"lacustrine",1,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",0.03,-999999
1869,"Lago de las Morrenas",9.48,-83.48,3480,"lacustrine",8.3,"small (0.01-1 km2)","small (less than 10 km2)","-999999",-777777,-777777
1871,"Lagoa da Curuca",-0.76,-47.85,35,"lacustrine",2,"medium (1.1-50 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.15,-999999
1872,"Lagoa Nova",-17.95,-42.2,390,"lacustrine",6,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.02,-999999
1873,"Laguna Chorreras",-2.75,-79.16,3700,"lacustrine, glacial origin",14,"small (0.01-1 km2)","-999999","in and out flow",0.17,-999999
1873,"Laguna Chorreras",-2.75,-79.16,3700,"lacustrine, glacial origin",14,"small (0.01-1 km2)","-999999","in and out flow",0.17,-999999
1874,"Laguna de Chochos",-7.63,-77.47,3285,"lacustrine, glacial origin",10,"small (0.01-1 km2)","small (less than 10 km2)","-999999",-999999,-999999
1876,"Laguna Llana del Espino",13.95,-89.52,700,"lacustrine, tectonic origin",4.6,"small (0.01-1 km2)","small (less than 10 km2)","-999999",1,-999999
1877,"Laguna Metapan",14.3,-89.47,450,"lacustrine, volcanic lake",-999999,"-999999","-999999","-999999",-999999,-999999
1879,"Laguna Volcan",8.75,-82.68,1500,"lacustrine, volcanic lake",12,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.01,-999999
1880,"Laguna Zoncho",8.813,-82.963,1190,"lacustrine, tectonic origin",2.3,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.0075,-999999
1880,"Laguna Zoncho",8.813,-82.963,1190,"lacustrine, tectonic origin",2.3,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.0075,-999999
1883,"Lake Euramoo",-17.15,145.62,718,"lacustrine, volcanic lake",18,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,0.0045
1886,"Lake George",-35.06,149.41,673,"lacustrine",-999999,"large (50.1-500 km2)","large (more than 500 km2)","inflow only",155,932
1887,"Lake Miragoane",18.4,-73.05,20,"lacustrine, tectonic origin",41,"medium (1.1-50 km2)","small (less than 10 km2)","-999999",7.06,-999999
1891,"Lake Selina",-41.88,145.6,516,"lacustrine",6.5,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1894,"Lake Wodehouse",7.65,-77.55,500,"terrestrial, marsh",0,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",9,-999999
1897,"Newnes Swamp",-33.3825,150.2222,1060,"terrestrial, mire",-888888,"small (0.01-1 km2)","-999999","-999999",-999999,-999999
1899,"Notts Swamp",-33.80984,150.4077,682,"terrestrial, mire",-888888,"small (0.01-1 km2)","-999999","outflow only",-999999,-999999
1900,"Parker Lake",-12.14,-69.02,276,"lacustrine",2,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.33,-999999
1907,"Rio Curua",-1.73,-51.45,3,"fluvial",5,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1908,"Saint Louis Lac",-22.23,166.55,3,"terrestrial, bog",-999999,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,0.025
1910,"Storm Creek",-37.44417,145.8006,1177,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.2,-999999
1912,"Tom Burns",-37.38556,145.8181,1075,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.2,-999999
1914,"Vargas Lake",-12.37,-68.89,246,"lacustrine",2,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.8,-999999
1916,"Werth Lake",-11.74,-69.23,302,"lacustrine",1.5,"-999999","-999999","closed - no inflow or outflow",0.25,-999999
1918,"Colonia basin",-23.8675,-46.7075,700,"terrestrial, mire",-999999,"medium (1.1-50 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1935,"Okame-ike Swamp",34.48,135.93,712,"terrestrial, mire",1,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.024,0.03
1947,"Lake Aljojuca",19.09113,-97.533602,2376,"lacustrine, volcanic lake",30,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.78,-999999
1948,"Agulhas Negras",-22.385319,-44.669802,2410,"terrestrial, mire",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1960,"Aeroport",54.101027,-72.516166,431,"terrestrial, fen",-888888,"small (0.01-1 km2)","-999999","-999999",0.03,-999999
1963,"Bouleau",50.5239,-63.2073,108,"terrestrial, bog",-888888,"medium (1.1-50 km2)","medium (10.1-500 km2)","-999999",1.51,-999999
1964,"Congping",31.4,110.04,2120,"terrestrial, bog",0.1,"medium (1.1-50 km2)","medium (10.1-500 km2)","closed - no inflow or outflow",10,14
1965,"Lake Khamra",59.99091,112.98373,340,"lacustrine",22,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",4.6,107.4
1966,"Herrenwieser See",48.669167,8.296389,830,"lacustrine",9.5,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.013,-999999
1968,"Oberderdingen-Grossvillars",49.0425,8.760278,207,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1968,"Oberderdingen-Grossvillars",49.0425,8.760278,207,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1969,"Doroo Nuur",48.2459,90.6639,2394,"lacustrine",9.1,"medium (1.1-50 km2)","medium (10.1-500 km2)","inflow only",14.12,152.2
1970,"Lake Skrzynka",53.81,17.5214,121,"lacustrine",4.3,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.21,-999999
1971,"Almalou",37.665278,46.631944,2491,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1973,"Lake Kojle",54.02,22.88,149,"terrestrial, bog",33,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.17,-999999
1974,"Brve",50.06666,14.23888,362,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.06,-999999
1975,"Nad Dolskym mlynem",50.8525,14.338889,240,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",5e-04,-999999
1976,"Zahaji",50.379444,14.115556,232,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1977,"Na Bahne",50.198889,15.961389,240,"terrestrial, fen",1,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.01,-999999
1983,"Pancavska louka",50.766389,15.541111,1336,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.28,-999999
1984,"Kozcaronliacute",49.376389,14.025833,460,"terrestrial, mire",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","outflow only",0.001,-999999
1989,"Lac du Verney-Dessus",45.693333,6.8725,2276,"lacustrine",1,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",-999999,-999999
1991,"Mindelsee",47.75555,9.02305,406,"lacustrine, glacial origin",14,"small (0.01-1 km2)","medium (10.1-500 km2)","in and out flow",0.99,25.5
1993,"Sugun Lake",62.08,129.48,198,"lacustrine",1.6,"small (0.01-1 km2)","small (less than 10 km2)","in and out flow",0.48,-999999
1994,"Chai-ku Lake",62,130.06,129,"lacustrine",1,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.44,-999999
