"ID_SITE","ID_ENTITY","entity_name","latitude","longitude","elevation","depositional_context","measurement_method","TYPE","source","core_location","last_updated","ID_UNIT"
1608,2042,"Cerro Toledo CT core",-4.374611,-79.111528,3150,"bog sediment","Pollen slide","raw count","Neotoma","-999999","2021-03-04",240
1609,2044,"Rabadilla de Vaca mire core",-4.256583,-79.120917,3200,"bog sediment","Pollen slide","raw count","Neotoma","central core","2021-03-04",240
1610,2045,"Valle Pequeno core",-4.116083,-79.172056,3244,"bog sediment","Pollen slide","raw count","Neotoma","central core","2021-03-04",240
1612,2047,"Laguna Zurita core",-3.974667,-79.117611,2590,"lake sediment","Pollen slide","raw count","Neotoma","central core","2021-03-04",242
1617,2053,"Lagunas Natosas Bosque core",-4.730417,-79.424064,3495,"bog sediment","Pollen slide","raw count","Neotoma","central core","2021-03-04",240
1624,2062,"Lone Pine composite",40.2327333,-105.73165,3016,"lake sediment","Sieved","concentration","author","central core","2021-03-12",11
1625,2063,"Odessa Lake composite",40.3303667,-105.6854,3051,"lake sediment","Sieved","concentration","author","central core","2021-03-12",11
1626,2064,"Sand Beach composite",40.2187667,-105.6018,3140,"lake sediment","Sieved","concentration","author","central core","2021-03-12",11
1627,2065,"Thunder Lake composite",40.2219,-105.6472833,3231,"lake sediment","Sieved","concentration","author","central core","2021-03-12",11
1630,2068,"Little Pond Bolton core",42.42234,-71.587738,99,"lake sediment","Pollen slide","concentration","IMPD","central core","2021-03-12",23
1631,2069,"Little Pond Royalston core",42.675,-72.19167,302,"lake sediment","Pollen slide","charcoal area","author","central core","2021-03-12",292
1632,2070,"Berry East core",42.6201,-71.08733,43,"lake sediment","Sieved","concentration","author","central core","2021-03-12",11
1634,2073,"Chickaree composite core",40.334125,-105.841095,2796,"lake sediment","Sieved","raw count","Neotoma","central core","2021-03-12",34
1648,2093,"Black HF core",41.3281,-70.7923,13,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1649,2094,"Blaneys Pond HF core",41.4717,-70.7652,5,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1651,2096,"Cain HF core",41.8583,-70.9784,20,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1654,2099,"Deep_Taunton core",41.8824,-71.0115,7,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1657,2102,"Doe HF core",42.1754,-72.7024,79,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1658,2103,"Duarte Pond HF core",41.42,-70.6155,15,"lake sediment","Pollen slide","concentration","author","central core","2021-03-25",113
1659,2104,"Green HF core",42.5668,-72.5111,82,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1661,2106,"Sandy Hill Pond core",41.6896,-70.3648,16,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1662,2107,"Sears HF core",40.8845,-72.5783,2,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1665,2110,"111 core",59.912878,-96.9576,225,"lake sediment","Sieved","concentration","Arctic Data Center","central core","2021-03-25",29
1666,2111,"150 core",59.875018,-98.1318,299,"lake sediment","Sieved","concentration","Arctic Data Center","central core","2021-03-25",29
1667,2112,"396 core",59.571677,-98.5591,317,"lake sediment","Sieved","concentration","Arctic Data Center","central core","2021-03-25",29
1668,2113,"614 core",59.321304,-97.2804,268,"lake sediment","Sieved","concentration","Arctic Data Center","central core","2021-03-25",29
1669,2114,"630 core",59.314377,-98.0836,271,"lake sediment","Sieved","concentration","Arctic Data Center","central core","2021-03-25",29
1670,2115,"785 core",59.118988,-97.4093,234,"lake sediment","Sieved","concentration","Arctic Data Center","central core","2021-03-25",29
1672,2117,"Umpawaug core",41.3061,-73.4497,138,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1673,2118,"Uncle Seth's core",41.4331,-70.6647,13,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1675,2120,"Ware core",42.4825,-70.8825,4,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1676,2121,"Westside core",41.8556,-73.2566,390,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1677,2122,"Wildwood Lake core",40.892,-72.6733,5,"lake sediment","Sieved","concentration","author","central core","2021-03-25",301
1681,2127,"Blood HF core",42.08,-71.9615,214,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1682,2128,"Harlock Pond HF core",41.403,-70.713,23,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1683,2129,"Icehouse Pond HF core",41.798,-69.961,19,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1688,2134,"Eagle Pond HF core",41.698,-70.137,11,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1689,2135,"Jemima Pond HF core",41.829,-69.985,3,"lake sediment","Sieved","concentration","author","central core","2021-03-25",302
1693,2137,"Laguna Chaplin core LCH",-14.466667,-61.066667,200,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","marginal core","2021-05-08",72
1694,2138,"Laguna Bella Vista core",-13.6167,-61.55,191,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","marginal core","2021-05-08",72
1696,2140,"Cambara do Sul core",-29.0525,-50.1011,1040,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 3","central core","2021-05-08",134
1697,2141,"Caco MA97-1",-2.970219,-43.267808,120,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 3","central core","2021-05-08",124
1702,2146,"MD95-2042 core_area",37.75,-10.16,-3146,"marine sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 3","-888888","2021-05-08",76
1702,2147,"MD95-2042 core_count",37.75,-10.16,-3146,"marine sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 3","-888888","2021-05-08",22
1716,2161,"PAC-E",-13.6072,-73.495,3095,"lake sediment","Pollen slide","concentration","Pangaea","central core","2021-03-26",152
1720,2167,"Fresh Pond Falmouth HF core",41.5935,-70.5338,6,"lake sediment","Sieved","concentration","author","central core","2021-03-26",302
1724,2171,"Duck Pond_Naushon core",41.494745,-70.71416,3,"lake sediment","-999999","concentration","author","central core","2021-03-30",113
1735,2182,"Marys Pond HF core",41.506151,-70.713474,26,"lake sediment","Sieved","concentration","author","central core","2021-03-30",303
1737,2184,"North Round Pond core",42.8476,-72.4519,317,"lake sediment","pollen slide","concentration","author","central core","2021-03-30",309
1739,2187,"Round Pond_Truro core",41.971,-70.011,4,"lake sediment","Sieved","concentration","author","central core","2021-03-30",302
1748,2196,"Deep Pond_Falmouth core",41.564087,-70.635791,23,"lake sediment","Sieved","concentration","author","central core","2021-04-08",113
1754,2203,"CMB9",42.505,1.306111,1821,"lake sediment","Pollen slide","concentration","author","central core","2021-04-16",123
1757,2206,"Binnewater core",41.409742,-74.551738,256,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-999999","2021-04-16",169
1759,2208,"El Tiro Bog core",-3.84,-79.14,2810,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-999999","2021-04-16",90
1761,2210,"Horton Plains core",6.8,80.49,2200,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-04-16",62
1765,2214,"Kosipe core A",-8.46,147.2,1960,"bog sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-04-16",143
1765,2215,"Kosipe core C",-8.46,147.2,1960,"bog sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-04-16",143
1767,2218,"Lago di Pergusa core",37.51,14.3,674,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-04-16",68
1770,2221,"Lepue core",-42.80478,-73.71215,152,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-04-16",11
1773,2224,"MB6",-1.08,29.75,2100,"bog sediment","GRAVIMETRIC chemical assay (Winkler method)","pollen concentration","Global Charcoal Database Version 4","central core","2021-04-16",164
1774,2225,"Nong Pa Kho core",17.01,102.93,380,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-999999","2021-04-16",6
1775,2226,"Pemerak Swamp core",0.78,112.05,40,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","marginal core","2021-04-16",6
1776,2227,"Puerto del Hambre core",-53.6,-70.91,6.25,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-04-16",81
1779,2230,"SONNE95 core 17940",20.11,117.38,-1727,"marine sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-888888","2021-04-16",134
1780,2231,"Supulah Hill core",-4.11,138.96,1580,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-04-16",77
1781,2232,"Swamp Lake core",37.95,-119.816667,1554,"lake sediment","-777777","concentration","Global Charcoal Database Version 4","-777777","2021-04-16",128
1782,2233,"Trebol Lake core",-41.07,-71.49,758,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-04-16",17
1784,2235,"XW-C",-22.29,166.97,220,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-04-16",134
1827,2282,"SB-B core",-1.23611,103.62,18,"bog sediment","sieved","count","Pangaea","central core","2021-05-04",137
1828,2283,"GHATS My",12.220278,75.791944,879,"bog sediment","sieved","concentration","Pangaea","central core","2021-05-04",152
1829,2284,"GHATS BOP",12.153889,75.713056,910,"bog sediment","sieved","concentration","Pangaea","central core","2021-05-04",152
1830,2285,"GHATS RAJ",12.178611,75.8175,824,"bog sediment","sieved","concentration","Pangaea","central core","2021-05-04",152
1831,2286,"GHATS TS",12.046667,75.975556,820,"bog sediment","sieved","concentration","Pangaea","central core","2021-05-04",152
1842,2297,"Aguada de Petapilla 1989 core",14.86,-89.12,705,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",52
1843,2298,"Allom Lake core",-25.23,153.16,100,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-12",27
1844,2299,"Aracatuba charcoal concentration",-25.91,-48.98,1500,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",129
1845,2300,"Bao-1 1997 core charcoal concentration",19.06,-71.03,1775,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",134
1848,2303,"Cana Swamp 1",7.75,-77.58,500,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",314
1850,2305,"Charco Verde core",11.47,-85.63,33,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","-999999","2021-05-12",240
1856,2311,"Fazendo do Pinto core",-29.4,-50.56,900,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-888888","2021-05-12",164
1860,2315,"Gentry core",-12.17,-69.09,270,"lake sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 4","central core","2021-05-12",1
1861,2316,"Geral core C",-1.64,-53.59,130,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",75
1863,2318,"Ingar Swamp core",-33.76,150.45,584,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",56
1864,2319,"Kings Tableland Swamp core",-33.73,150.48,780,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",56
1867,2322,"Lago Chirripo composite core",9.483,-83.496,3520,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","marginal core","2021-05-12",78
1868,2323,"Lago Crispim core",-0.62,-47.64,2,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",98
1869,2324,"Lago de las Morrenas core",9.48,-83.48,3480,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-777777","2021-05-12",78
1871,2326,"Lagoa da Curuca Profile B charcoal concentration",-0.76,-47.85,35,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",75
1872,2327,"Lagoa Nova core",-17.95,-42.2,390,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",99
1873,2328,"Laguna Chorreras microcharcoal",-2.75,-79.16,3700,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",91
1873,2329,"Laguna Chorreras macrocharcoal",-2.75,-79.16,3700,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",7
1874,2330,"Laguna de Chochos core",-7.63,-77.47,3285,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",39
1876,2332,"Laguna Llana del Espino core",13.95,-89.52,700,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-12",603
1877,2333,"Laguna Metapan core",14.30071,-89.477829,450,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","-999999","2021-05-12",13
1879,2335,"Laguna Volcan core",8.75,-82.68,1500,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",134
1880,2336,"Laguna Zoncho charcoal ratio",8.81,-82.96,1190,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-12",23
1880,2337,"Laguna Zoncho charcoal count",8.81,-82.96,1190,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",140
1883,2340,"Lake Euramoo core",-17.15,145.62,718,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-12",10
1886,2343,"Lake George core Gemco 210B",-35.06,149.41,673,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-12",118
1887,2344,"Lake Miragoane core",18.4,-73.05,20,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",134
1891,2348,"Lake Selina core",-41.88,145.6,516,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-12",46
1894,2351,"Lake Wodehouse core",7.65,-77.55,500,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-999999","2021-05-12",38
1897,2354,"Newnes Swamp core",-33.3825,150.2222,1060,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",56
1899,2356,"Notts Swamp core",-33.80984,150.4077,682,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",56
1900,2357,"Parker core",-12.14,-69.02,276,"lake sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 4","central core","2021-05-12",152
1907,2364,"Rio Curua core",-1.73,-51.45,3,"fluvial/alluvial sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-12",98
1908,2365,"Saint Louis Lac core SL1991",-22.23,166.55,3,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","marginal core","2021-05-12",123
1910,2367,"Storm Creek core",-37.44417,145.8006,1177,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-12",23
1912,2370,"Tom Burns Missen Core",-37.38556,145.8181,1075,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-12",23
1914,2372,"Vargas core",-12.37,-68.89,246,"lake sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 4","central core","2021-05-12",152
1916,2374,"Werth core",-11.74,-69.23,302,"lake sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 4","central core","2021-05-12",152
1918,2376,"Colonia basin composite core",-23.8675,-46.7075,700,"lake sediment","sieved","concentration","Pangaea","central core","2021-05-18",175
1935,2397,"OKM06 Core",34.48,135.93,712,"lake sediment","sieved","concentration","author","central core","2021-05-26",607
1947,2415,"Lake Aljojuca core",19.09113,-97.533602,2376,"lake sediment","Charcoal particles identified by imaging software","concentration","author","-999999","2021-05-26",606
1948,2416,"AN core",-22.385319,-44.669802,2410,"bog sediment","Sieved","raw count","author","-999999","2021-05-26",606
1960,2430,"Aero-5",54.101027,-72.516166,431,"bog sediment","Sieved","concentration","author","central core","2021-06-03",608
1963,2433,"Bouleau core",50.5239,-63.2073,108,"bog sediment","Sieved","concentration","author","central core","2021-07-16",11
1964,2434,"CP1",31.4,110.04,2120,"bog sediment","pollen slide","count","author","central core","2021-07-16",123
1965,2435,"EN18232-3",59.99091,112.98373,340,"lake sediment","sieved","count","Pangaea","central core","2021-07-16",182
1966,2436,"HES2_short",48.669167,8.296389,830,"lake sediment","pollen slide","count","EPD","central core","2021-07-16",137
1968,2440,"OSVA",49.0425,8.760278,207,"bog sediment","pollen slide","count","EPD","central core","2021-07-16",137
1968,2441,"OVSC1",49.0425,8.760278,207,"bog sediment","pollen slide","count","EPD","central core","2021-07-16",137
1969,2442,"Doroo Nuur core",48.2459,90.6639,2394,"lake sediment","Sieved","count","author","central core","2021-07-19",113
1970,2443,"Skrzynka S1",53.81,17.5214,133,"lake sediment","Pollen slide","influx","author","central core","2021-07-19",28
1971,2444,"Almalou3",37.665278,46.631944,2491,"bog sediment","pollen slide","count","EPD","marginal core","2021-07-19",137
1973,2446,"Koj II",54.02,22.88,149,"lake sediment","-999999","influx","author","central core","2021-07-19",609
1974,2447,"Brve section",50.06666,14.23888,362,"bog sediment","pollen slide","count","EPD","central core","2021-07-19",221
1975,2448,"Dolskym core",50.8525,14.338889,240,"bog sediment","pollen slide","count","EPD","central core","2021-07-19",221
1976,2449,"Zahaji section",50.379444,14.115556,232,"bog sediment","pollen slide","count","EPD","central core","2021-07-19",221
1977,2450,"Na Bahne core",50.198889,15.961389,240,"bog sediment","pollen slide","count","EPD","central core","2021-07-19",221
1983,2456,"Pancavska louka core",50.766389,15.541111,1336,"bog sediment","pollen slide","count","EPD","central core","2021-07-20",137
1984,2457,"Kozli core",49.376389,14.025833,460,"bog sediment","pollen slide","count","EPD","central core","2021-07-20",137
1989,2462,"DESVERNE core",45.693333,6.8725,2276,"lake sediment","pollen slide","count","EPD","central core","2021-07-21",137
1991,2464,"MINDGES5",47.75555,9.02305,406,"lake sediment","pollen slide","count","EPD","central core","2021-07-21",137
1993,2467,"Sugun Lake core",62.08,129.48,198,"lake sediment","Sieved","concentration","author","central core","2021-07-21",611
1994,2468,"CHK",62,130.06,129,"lake sediment","Sieved","concentration","author","central core","2021-07-21",612
